,words,Corrected_IOB2_Labels
1664,Support,B-FUNCTION
1665,(,O
1666,Code,O
1667,:,O
1668,1B080002,O
1669,),O
1670,Remote,B-COMPONENT
1671,ID,B-PARAMETER
1672,functionality,B-FUNCTION
1673,normal,O
1674,(,O
1675,Code,O
1676,:,O
1677,1B080003,O
1678,),O
1679,Remote,B-COMPONENT
1680,ID,B-PARAMETER
1681,functionality,B-FUNCTION
1682,normal,O
1683,(,O
1684,Code,O
1685,:,O
1686,30331,O
1687,),O
1688,RTH,B-STATE
1689,altitude,O
1690,adjusted,B-ACTION
1691,to,O
1692,nnn,O
1693,(,O
1694,Code,O
1695,:,O
1696,120852,O
1697,),O
1698,SD,B-PARAMETER
1699,card,O
1700,full,O
1701,.,O
1702,Change,B-ACTION
1703,card,O
1704,or,O
1705,delete,B-ACTION
1706,files,B-COMPONENT
1707,(,O
1708,Code,O
1709,:,O
1710,10027,O
1711,),O
1712,SD,B-PARAMETER
1713,card,O
1714,speed,B-PARAMETER
1715,low,O
1716,.,O
1717,Change,B-ACTION
1718,card,O
1719,(,O
1720,Code,O
1721,:,O
1722,10028,O
1723,),O
1724,Setting,B-FUNCTION
1725,new,O
1726,Maximum,O
1727,Flight,B-ACTION
1728,Altitude,B-PARAMETER
1729,to,O
1730,nnn,O
1731,(,O
1732,nnn,O
1733,),O
1734,Setting,B-FUNCTION
1735,new,O
1736,Return,B-ACTION
1737,-,O
1738,To,O
1739,-,O
1740,Home,B-COMPONENT
1741,altitude,O
1742,to,O
1743,nnn,O
1744,(,O
1745,nnn,O
1746,),O
1747,Sprayer,B-COMPONENT
1748,turned,O
1749,ON,O
1750,Strong,B-STATE
1751,wind,O
1752,warning,B-ISSUE
1753,.,O
1754,Aircraft,O
1755,unable,O
1756,to,O
1757,return,O
1758,to,O
1759,home,O
1760,automatically,O
1761,.,O
1762,Lower,O
1763,altitude,O
1764,immediately,O
1765,and,O
1766,return,O
1767,to,O
1768,home,O
1769,manually,O
1770,(,O
1771,Code,O
1772,:,O
1773,120596,O
1774,),O
1775,Strong,B-STATE
1776,wind,O
1777,warning,B-ISSUE
1778,.,O
1779,Aircraft,O
1780,unable,O
1781,to,O
1782,return,O
1783,to,O
1784,home,O
1785,automatically,O
1786,.,O
1787,Lower,O
1788,altitude,O
1789,immediately,O
1790,and,O
1791,return,O
1792,to,O
1793,home,O
1794,manually,O
1795,(,O
1796,Code,O
1797,:,O
1798,30149,O
1799,),O
1800,Subject,B-PARAMETER
1801,lost,O
1802,.,O
1803,Reselect,B-ACTION
1804,subject,B-PARAMETER
1805,(,O
1806,Code,O
1807,:,O
1808,800018,O
1809,),O
1810,The,O
1811,flight,O
1812,attitude,O
1813,angle,O
1814,is,O
1815,larger,B-PARAMETER
1816,in,O
1817,Sport,B-ISSUE
1818,mode,O
1819,.,O
1820,The,O
1821,gimbal,O
1822,will,O
1823,rotate,O
1824,when,O
1825,the,O
1826,aircraft,O
1827,starts,B-ACTION
1828,or,O
1829,stops,B-ACTION
1830,.,O
1831,Use,B-ACTION
1832,Normal,O
1833,mode,O
1834,if,O
1835,required,B-ACTION
1836,for,O
1837,stable,B-STATE
1838,shooting,B-ACTION
1839,(,O
1840,Code,O
1841,:,O
1842,40022,O
1843,),O
1844,Unable,O
1845,to,O
1846,take,O
1847,off,O
1848,(,O
1849,Code,O
1850,:,O
1851,30064,O
1852,),O
1853,Unable,O
1854,to,O
1855,take,O
1856,off,O
1857,in,O
1858,low,O
1859,light,B-PARAMETER
1860,environment,B-STATE
1861,.,O
1862,Ensure,B-ACTION
1863,there,O
1864,are,O
1865,no,O
1866,metal,O
1867,and,O
1868,magnetic,O
1869,objects,O
1870,near,O
1871,the,O
1872,aircraft,O
1873,and,O
1874,calibrate,O
1875,compass,O
1876,(,O
1877,Code,O
1878,:,O
1879,30096,O
1880,),O
1881,Vision,B-COMPONENT
1882,sensor(s,I-COMPONENT
1883,),O
1884,blocked,O
1885,.,O
1886,Fly,B-ACTION
1887,with,O
1888,caution,O
1889,(,O
1890,Code,O
1891,:,O
1892,180038,O
1893,),O
1894,Vision,B-COMPONENT
1895,systems,O
1896,and,O
1897,obstacle,O
1898,avoidance,O
1899,disabled,O
1900,(,O
1901,Code,O
1902,:,O
1903,180059,O
1904,),O
1905,Weak,O
1906,image,O
1907,transmission,B-COMPONENT
1908,signal,O
1909,.,O
1910,Adjust,B-ACTION
1911,antennas,O
1912,(,O
1913,Code,O
1914,:,O
1915,80004,O
1916,),O
1917,Weak,O
1918,signal,O
1919,.,O
1920,Adjust,B-ACTION
1921,antennas,O
1922,(,O
1923,Code,O
1924,:,O
1925,80016,O
1926,),O
1927,Yaw,B-COMPONENT
1928,Error,B-ISSUE
1929,Yaw,B-COMPONENT
1930,Error,B-ISSUE
1931,Total,O
1932,sprayed,O
1933,:,O
1934,nnn,O
1935,L,O
1936,/,O
1937,gal,O
1938,.,O
1939,nnn,O
1940,/,O
1941,acres,O
1942,nnn,O
1943,/,O
1944,gal,O
1945,.,O
1946,per,O
1947,acre,O
1948,Sprayer,B-COMPONENT
1949,turned,O
1950,ON,O
1951,"""",O
1952,Sprayer,B-COMPONENT
1953,turned,O
1954,OFF,O
1955,",",O
1956,sprayed,O
1957,nnn,O
1958,at,O
1959,nnn,O
1960,liters,O
1961,/,O
1962,min,O
1963,"""",O
1964,"""",O
1965,Sprayer,B-COMPONENT
1966,turned,O
1967,OFF,O
1968,",",O
1969,spray,O
1970,rate,O
1971,was,O
1972,nnn,O
1973,liters,O
1974,/,O
1975,min,O
1976,"""",O
1977,Setting,B-FUNCTION
1978,new,O
1979,Return,B-ACTION
1980,-,O
1981,To,O
1982,-,O
1983,Home,B-COMPONENT
1984,altitude,O
1985,to,O
1986,nnn,O
1987,(,O
1988,nnn,O
1989,),O
1990,Setting,B-FUNCTION
1991,new,O
1992,Maximum,O
1993,Flight,B-ACTION
1994,Altitude,B-PARAMETER
1995,to,O
1996,nnn,O
1997,(,O
1998,nnn,O
1999,),O
2000,Propeller,B-COMPONENT
2001,Fell,B-ACTION
2002,Off,O
2003,Not,O
2004,Enough,B-ISSUE
2005,Force,B-PARAMETER
2006,/,O
2007,ESC,B-STATE
2008,Error,B-ISSUE
2009,Motor,B-COMPONENT
2010,is,O
2011,Blocked,B-ISSUE
2012,GPS,O
2013,signal,O
2014,weak,O
2015,.,O
2016,Hovering,B-ISSUE
2017,unstable,B-STATE
2018,.,O
2019,Fly,B-ACTION
2020,with,O
2021,caution,O
2022,(,O
2023,Code,O
2024,:,O
2025,30002,O
2026,),O
2027,Exiting,B-ACTION
2028,GPS,O
2029,mode,O
2030,:,O
2031,Unknown,B-STATE
2032,Error,B-ISSUE
2033,Drone,B-COMPONENT
2034,is,O
2035,Vibrating,B-ACTION
2036,Downlink,B-COMPONENT
2037,data,O
2038,connection,O
2039,lost,O
2040,for,O
2041,nnn,O
2042,seconds,O
2043,"""",O
2044,Detected,O
2045,side,O
2046,/,O
2047,backward,O
2048,/,O
2049,forward,O
2050,shock,O
2051,/,O
2052,possible,O
2053,collision,O
2054,",",O
2055,aircraft,O
2056,is,O
2057,pitching,O
2058,/,O
2059,rolling,O
2060,sharply,O
2061,forward,O
2062,/,O
2063,backwards,O
2064,/,O
2065,left,O
2066,/,O
2067,right,O
2068,"""",O
2069,Data,B-PARAMETER
2070,Recorder,B-COMPONENT
2071,File,O
2072,Index,O
2073,is,O
2074,nnn,O
2075,Compass,B-COMPONENT
2076,Error,B-ISSUE
2077,Barometer,B-COMPONENT
2078,Dead,O
2079,in,O
2080,Air,O
2081,Accelerator,O
2082,is,O
2083,Over,O
2084,Range,B-PARAMETER
2085,Accelerator,O
2086,is,O
2087,Over,O
2088,Range,B-PARAMETER
2089,Downlink,B-COMPONENT
2090,data,O
2091,connection,O
2092,lost,O
2093,for,O
2094,nnn,O
2095,seconds,O
2096,Accelerator,O
2097,is,O
2098,Over,O
2099,Range,B-PARAMETER
2100,Aircraft,O
2101,in,O
2102,Altitude,B-PARAMETER
2103,Zone,B-COMPONENT
2104,.,O
2105,Max,O
2106,altitude,O
2107,set,O
2108,to,O
2109,nnn,O
2110,(,O
2111,Code,O
2112,:,O
2113,30015,O
2114,),O
2115,Aircraft,O
2116,in,O
2117,Attitude,B-PARAMETER
2118,mode,O
2119,.,O
2120,Unable,O
2121,to,O
2122,hover,O
2123,.,O
2124,Fly,B-ACTION
2125,with,O
2126,caution,O
2127,(,O
2128,Code,O
2129,:,O
2130,30004,O
2131,),O
2132,Aircraft,O
2133,not,O
2134,in,O
2135,flight,O
2136,.,O
2137,Vision,B-COMPONENT
2138,systems,O
2139,and,O
2140,obstacle,O
2141,avoidance,O
2142,disabled,O
2143,(,O
2144,Code,O
2145,:,O
2146,180059,O
2147,),O
2148,Altitude,B-PARAMETER
2149,Zone,B-COMPONENT
2150,nnn,O
2151,Barometer,B-COMPONENT
2152,Dead,O
2153,in,O
2154,Air,O
2155,"""",O
2156,Braking,B-ACTION
2157,now,O
2158,.,O
2159,Return,B-ACTION
2160,sticks,B-COMPONENT
2161,to,O
2162,midpoints,B-COMPONENT
2163,",",O
2164,then,O
2165,continue,B-ACTION
2166,flying,O
2167,"""",O
2168,Compass,B-COMPONENT
2169,Error,B-ISSUE
2170,Critical,O
2171,low,O
2172,battery,O
2173,.,O
2174,Aircraft,O
2175,landing,O
2176,automatically,O
2177,(,O
2178,Code,O
2179,:,O
2180,30033,O
2181,),O
2182,Critical,O
2183,low,O
2184,battery,O
2185,.,O
2186,Aircraft,O
2187,returning,O
2188,to,O
2189,home,O
2190,(,O
2191,Code,O
2192,:,O
2193,30184,O
2194,),O
2195,Critical,O
2196,low,O
2197,battery,O
2198,.,O
2199,Return,B-ACTION
2200,to,O
2201,home,O
2202,or,O
2203,land,O
2204,promptly,O
2205,Critical,O
2206,low,O
2207,battery,O
2208,.,O
2209,Unable,O
2210,to,O
2211,take,O
2212,off,O
2213,.,O
2214,Recharge,B-ACTION
2215,promptly,O
2216,(,O
2217,Code,O
2218,:,O
2219,30032,O
2220,),O
2221,Data,B-PARAMETER
2222,Recorder,B-COMPONENT
2223,File,O
2224,Index,O
2225,is,O
2226,nnn,O
2227,"""",O
2228,Detected,O
2229,side,O
2230,/,O
2231,backward,O
2232,/,O
2233,forward,O
2234,shock,O
2235,/,O
2236,possible,O
2237,collision,O
2238,",",O
2239,aircraft,O
2240,is,O
2241,pitching,O
2242,/,O
2243,rolling,O
2244,sharply,O
2245,forward,O
2246,/,O
2247,backwards,O
2248,/,O
2249,left,O
2250,/,O
2251,right,O
2252,"""",O
2253,Drone,B-COMPONENT
2254,is,O
2255,Vibrating,B-ACTION
2256,Exiting,I-ACTION
2257,GPS,O
2258,mode,O
2259,:,O
2260,Unknown,B-STATE
2261,Error,B-ISSUE
2262,File,O
2263,system,O
2264,error,O
2265,.,O
2266,Change,B-ACTION
2267,SD,B-PARAMETER
2268,card,O
2269,(,O
2270,Code,O
2271,:,O
2272,10025,O
2273,),O
2274,Gimbal,B-COMPONENT
2275,stuck,B-STATE
2276,.,O
2277,Check,B-ACTION
2278,whether,O
2279,gimbal,O
2280,lock,B-STATE
2281,is,O
2282,removed,B-ACTION
2283,and,O
2284,ensure,O
2285,gimbal,O
2286,can,O
2287,rotate,O
2288,freely,O
2289,(,O
2290,Code,O
2291,:,O
2292,40002,O
2293,),O
2294,GPS,O
2295,signal,O
2296,weak,O
2297,.,O
2298,Fly,B-ACTION
2299,with,O
2300,caution,O
2301,.,O
2302,Aircraft,O
2303,in,O
2304,Altitude,B-PARAMETER
2305,Zone,B-COMPONENT
2306,.,O
2307,Max,O
2308,altitude,O
2309,set,O
2310,to,O
2311,nnn,O
2312,(,O
2313,Code,O
2314,:,O
2315,30014,O
2316,),O
2317,GPS,O
2318,signal,O
2319,weak,O
2320,.,O
2321,Hovering,B-ISSUE
2322,unstable,B-STATE
2323,.,O
2324,Fly,B-ACTION
2325,with,O
2326,caution,O
2327,(,O
2328,Code,O
2329,:,O
2330,30002,O
2331,),O
2332,GPS,O
2333,signal,O
2334,weak,O
2335,.,O
2336,Positioning,B-ACTION
2337,accuracy,B-PARAMETER
2338,affected,O
2339,.,O
2340,Fly,B-ACTION
2341,with,O
2342,caution,O
2343,(,O
2344,Code,O
2345,:,O
2346,30049,O
2347,),O
2348,High,O
2349,Wind,B-COMPONENT
2350,Velocity,B-PARAMETER
2351,:,O
2352,Fly,B-ACTION
2353,with,O
2354,caution,O
2355,and,O
2356,ensure,O
2357,the,O
2358,aircraft,O
2359,remains,O
2360,within,O
2361,your,O
2362,line,O
2363,of,O
2364,sight,O
2365,Home,B-COMPONENT
2366,Point,B-STATE
2367,updated,B-ACTION
2368,(,O
2369,Code,O
2370,:,O
2371,120852,O
2372,),O
2373,Home,B-COMPONENT
2374,Point,B-STATE
2375,updated,B-ACTION
2376,.,O
2377,RTH,B-STATE
2378,altitude,O
2379,adjusted,B-ACTION
2380,to,O
2381,nnn,O
2382,(,O
2383,Code,O
2384,:,O
2385,120852,O
2386,),O
2387,Homepoint,B-COMPONENT
2388,updated,B-ACTION
2389,Landing,I-ACTION
2390,gear,B-COMPONENT
2391,lowered,B-STATE
2392,.,O
2393,Obstacle,B-ISSUE
2394,Avoidance,I-ISSUE
2395,Disabled,O
2396,Landing,B-ACTION
2397,Gear,B-COMPONENT
2398,Lowering,B-STATE
2399,Landing,B-ACTION
2400,Gear,B-COMPONENT
2401,Raised,B-ACTION
2402,Landing,I-ACTION
2403,Gear,B-COMPONENT
2404,Raising,B-ACTION
2405,Low,O
2406,battery,O
2407,.,O
2408,Return,B-ACTION
2409,to,O
2410,home,O
2411,promptly,O
2412,(,O
2413,Code,O
2414,:,O
2415,120732,O
2416,),O
2417,Low,O
2418,battery,O
2419,.,O
2420,Return,B-ACTION
2421,to,O
2422,home,O
2423,promptly,O
2424,(,O
2425,Code,O
2426,:,O
2427,30183,O
2428,),O
2429,Motor,B-COMPONENT
2430,is,O
2431,Blocked,B-ISSUE
2432,Not,O
2433,Enough,B-ISSUE
2434,Force,B-PARAMETER
2435,/,O
2436,ESC,B-STATE
2437,Error,B-ISSUE
2438,Propeller,B-COMPONENT
2439,Fell,B-ACTION
2440,Off,O
2441,Reaching,B-ACTION
2442,maximum,O
2443,altitude,O
2444,...,O
2445,RTH,B-STATE
2446,altitude,O
2447,adjusted,B-ACTION
2448,to,O
2449,nnn,O
2450,(,O
2451,Code,O
2452,:,O
2453,120852,O
2454,),O
2455,Setting,B-FUNCTION
2456,new,O
2457,Maximum,O
2458,Flight,B-ACTION
2459,Altitude,B-PARAMETER
2460,to,O
2461,nnn,O
2462,(,O
2463,nnn,O
2464,),O
2465,Setting,B-FUNCTION
2466,new,O
2467,Return,B-ACTION
2468,-,O
2469,To,O
2470,-,O
2471,Home,B-COMPONENT
2472,altitude,O
2473,to,O
2474,nnn,O
2475,(,O
2476,nnn,O
2477,),O
2478,"""",O
2479,Sprayer,B-COMPONENT
2480,turned,O
2481,OFF,O
2482,",",O
2483,spray,O
2484,rate,O
2485,was,O
2486,nnn,O
2487,liters,O
2488,/,O
2489,min,O
2490,"""",O
2491,Sprayer,B-COMPONENT
2492,turned,O
2493,ON,O
2494,Strong,B-STATE
2495,wind,O
2496,warning,B-ISSUE
2497,.,O
2498,Aircraft,O
2499,unable,O
2500,to,O
2501,return,O
2502,to,O
2503,home,O
2504,automatically,O
2505,.,O
2506,Lower,O
2507,altitude,O
2508,immediately,O
2509,and,O
2510,return,O
2511,to,O
2512,home,O
2513,manually,O
2514,(,O
2515,Code,O
2516,:,O
2517,30149,O
2518,),O
2519,The,O
2520,remaining,B-STATE
2521,battery,O
2522,is,O
2523,only,O
2524,enough,B-ISSUE
2525,for,O
2526,RTH,B-STATE
2527,.,O
2528,Return,B-ACTION
2529,home,O
2530,now,O
2531,Total,O
2532,sprayed,O
2533,:,O
2534,nnn,O
2535,L,O
2536,/,O
2537,gal,O
2538,.,O
2539,nnn,O
2540,/,O
2541,acres,O
2542,nnn,O
2543,/,O
2544,gal,O
2545,.,O
2546,per,O
2547,acre,O
2548,Upward,B-STATE
2549,Obstacle,B-ISSUE
2550,Detected,O
2551,Video,B-COMPONENT
2552,cache,I-COMPONENT
2553,has,O
2554,stopped,B-ACTION
2555,because,O
2556,there,O
2557,is,O
2558,not,O
2559,enough,B-ISSUE
2560,storage,B-PARAMETER
2561,space,B-COMPONENT
2562,.,O
2563,You,O
2564,can,O
2565,enable,B-ACTION
2566,Auto,I-ACTION
2567,Cache,B-COMPONENT
2568,Clear,B-ACTION
2569,or,O
2570,manually,O
2571,delete,B-ACTION
2572,cache,B-COMPONENT
2573,to,O
2574,get,B-ACTION
2575,enough,B-ISSUE
2576,space,B-COMPONENT
2577,Weak,O
2578,GPS,O
2579,signal,O
2580,.,O
2581,Aircraft,O
2582,is,O
2583,in,O
2584,Attitude,B-PARAMETER
2585,mode,O
2586,and,O
2587,hovering,B-STATE
2588,may,O
2589,be,O
2590,unstable,B-STATE
2591,.,O
2592,Fly,B-ACTION
2593,with,O
2594,caution,O
2595,Yaw,B-COMPONENT
2596,Error,B-ISSUE
2597,Downlink,B-COMPONENT
2598,data,O
2599,connection,O
2600,lost,O
2601,for,O
2602,nnn,O
2603,seconds,O
2604,Compass,B-COMPONENT
2605,Error,B-ISSUE
2606,Data,B-PARAMETER
2607,Recorder,B-COMPONENT
2608,File,O
2609,Index,O
2610,is,O
2611,nnn,O
2612,Setting,B-FUNCTION
2613,new,O
2614,Maximum,O
2615,Flight,B-ACTION
2616,Altitude,B-PARAMETER
2617,to,O
2618,nnn,O
2619,(,O
2620,nnn,O
2621,),O
2622,Setting,B-FUNCTION
2623,new,O
2624,Return,B-ACTION
2625,-,O
2626,To,O
2627,-,O
2628,Home,B-COMPONENT
2629,altitude,O
2630,to,O
2631,nnn,O
2632,(,O
2633,nnn,O
2634,),O
2635,Account,O
2636,not,O
2637,logged,O
2638,in,O
2639,.,O
2640,Flight,B-ACTION
2641,altitude,O
2642,and,O
2643,distance,O
2644,restricted,O
2645,to,O
2646,nnn,O
2647,and,O
2648,nnn,O
2649,.,O
2650,Check,B-ACTION
2651,and,O
2652,log,O
2653,in,O
2654,(,O
2655,Code,O
2656,:,O
2657,3000003,O
2658,),O
2659,Aircraft,O
2660,battery,O
2661,level,O
2662,low,O
2663,.,O
2664,Return,B-ACTION
2665,to,O
2666,home,O
2667,promptly,O
2668,(,O
2669,Code,O
2670,:,O
2671,1B030014,O
2672,),O
2673,Aircraft,O
2674,GPS,O
2675,interference,O
2676,.,O
2677,Aircraft,O
2678,unable,O
2679,to,O
2680,fly,O
2681,stably,O
2682,.,O
2683,Land,B-ACTION
2684,or,O
2685,reutrn,O
2686,to,O
2687,home,O
2688,promptly,O
2689,(,O
2690,Code,O
2691,:,O
2692,30245,O
2693,),O
2694,Aircraft,O
2695,in,O
2696,Altitude,B-PARAMETER
2697,Zone,B-COMPONENT
2698,(,O
2699,Altitude,B-PARAMETER
2700,limit,O
2701,:,O
2702,nnn,O
2703,),O
2704,.,O
2705,Fly,B-ACTION
2706,with,O
2707,caution,O
2708,(,O
2709,Code,O
2710,:,O
2711,190012,O
2712,),O
2713,Aircraft,O
2714,in,O
2715,Altitude,B-PARAMETER
2716,Zone,B-COMPONENT
2717,(,O
2718,nnn,O
2719,),O
2720,.,O
2721,Fly,B-ACTION
2722,with,O
2723,caution,O
2724,(,O
2725,Code,O
2726,:,O
2727,190001,O
2728,),O
2729,Aircraft,O
2730,in,O
2731,Attitude,B-PARAMETER
2732,mode,O
2733,.,O
2734,Unable,O
2735,to,O
2736,hover,O
2737,.,O
2738,Fly,B-ACTION
2739,with,O
2740,caution,O
2741,(,O
2742,Code,O
2743,:,O
2744,30004,O
2745,),O
2746,Aircraft,O
2747,in,O
2748,Authorization,B-ISSUE
2749,Zone,B-COMPONENT
2750,.,O
2751,Exit,B-ACTION
2752,zone,O
2753,promptly,O
2754,(,O
2755,Code,O
2756,:,O
2757,190004,O
2758,),O
2759,Aircraft,O
2760,in,O
2761,Authorization,B-ISSUE
2762,Zone,B-COMPONENT
2763,.,O
2764,Unable,O
2765,to,O
2766,take,O
2767,off,O
2768,before,O
2769,unlocking,O
2770,(,O
2771,Code,O
2772,:,O
2773,3000005,O
2774,),O
2775,Aircraft,O
2776,in,O
2777,high,O
2778,interference,O
2779,environment,B-STATE
2780,.,O
2781,Manually,O
2782,adjust,B-ACTION
2783,flight,O
2784,route,B-PARAMETER
2785,or,O
2786,return,O
2787,to,O
2788,home,O
2789,(,O
2790,Code,O
2791,:,O
2792,80015,O
2793,),O
2794,Aircraft,O
2795,in,O
2796,Restricted,O
2797,Zone,B-COMPONENT
2798,.,O
2799,Unable,O
2800,to,O
2801,take,O
2802,off,O
2803,.,O
2804,Check,B-ACTION
2805,map,O
2806,to,O
2807,find,O
2808,Recommended,B-STATE
2809,Zones,B-COMPONENT
2810,(,O
2811,Code,O
2812,:,O
2813,3000006,O
2814,),O
2815,Aircraft,O
2816,not,O
2817,in,O
2818,flight,O
2819,.,O
2820,Vision,B-COMPONENT
2821,systems,O
2822,and,O
2823,obstacle,O
2824,avoidance,O
2825,disabled,O
2826,(,O
2827,Code,O
2828,:,O
2829,180059,O
2830,),O
2831,Aircraft,O
2832,pitch,O
2833,angle,O
2834,too,O
2835,large,O
2836,.,O
2837,Ensure,B-ACTION
2838,aircraft,O
2839,is,O
2840,level,O
2841,before,O
2842,taking,O
2843,off,O
2844,(,O
2845,Code,O
2846,:,O
2847,30087,O
2848,),O
2849,Altitude,B-PARAMETER
2850,Zone,B-COMPONENT
2851,nnn,O
2852,Ambient,B-STATE
2853,light,B-PARAMETER
2854,too,O
2855,low,O
2856,.,O
2857,Vision,B-COMPONENT
2858,system,O
2859,and,O
2860,obstacle,O
2861,sensing,O
2862,unavailable,O
2863,.,O
2864,Fly,B-ACTION
2865,with,O
2866,caution,O
2867,(,O
2868,Code,O
2869,:,O
2870,1A420BC0,O
2871,),O
2872,Ambient,B-STATE
2873,light,B-PARAMETER
2874,too,O
2875,low,O
2876,.,O
2877,Vision,B-COMPONENT
2878,system,O
2879,and,O
2880,obstacle,O
2881,sensing,O
2882,unavailable,O
2883,.,O
2884,Fly,B-ACTION
2885,with,O
2886,caution,O
2887,(,O
2888,Code,O
2889,:,O
2890,1A420BC6,O
2891,),O
2892,Barometer,B-COMPONENT
2893,Dead,O
2894,in,O
2895,Air,O
2896,Battery,B-COMPONENT
2897,power,O
2898,restricted,O
2899,.,O
2900,Aircraft,O
2901,performance,O
2902,decreased,O
2903,to,O
2904,ensure,O
2905,flight,O
2906,safety,O
2907,.,O
2908,Return,B-ACTION
2909,to,O
2910,home,O
2911,promptly,O
2912,(,O
2913,Code,O
2914,:,O
2915,110013,O
2916,),O
2917,Battery,B-COMPONENT
2918,temperature,O
2919,too,O
2920,low,O
2921,.,O
2922,Fly,B-ACTION
2923,with,O
2924,caution,O
2925,(,O
2926,Code,O
2927,:,O
2928,110023,O
2929,),O
2930,Compass,B-COMPONENT
2931,Error,B-ISSUE
2932,Compass,B-COMPONENT
2933,error,O
2934,.,O
2935,Ensure,B-ACTION
2936,there,O
2937,are,O
2938,no,O
2939,metal,O
2940,or,O
2941,magnetic,O
2942,objects,O
2943,near,O
2944,the,O
2945,aircraft,O
2946,and,O
2947,calibrate,O
2948,it,O
2949,before,O
2950,use,O
2951,(,O
2952,Code,O
2953,:,O
2954,30060,O
2955,),O
2956,Critical,O
2957,Low,O
2958,Battery,B-COMPONENT
2959,(,O
2960,Code,O
2961,:,O
2962,30032,O
2963,),O
2964,Critical,O
2965,Low,O
2966,Battery,B-COMPONENT
2967,(,O
2968,Code,O
2969,:,O
2970,30183,O
2971,),O
2972,Critical,O
2973,low,O
2974,battery,O
2975,voltage,O
2976,(,O
2977,Code,O
2978,:,O
2979,30035,O
2980,),O
2981,Critical,O
2982,low,O
2983,battery,O
2984,.,O
2985,Aircraft,O
2986,in,O
2987,Auto,B-ACTION
2988,Power,B-PARAMETER
2989,Off,O
2990,Protection,B-PARAMETER
2991,.,O
2992,Forced,O
2993,landing,O
2994,in,O
2995,progress,O
2996,(,O
2997,Code,O
2998,:,O
2999,110014,O
3000,),O
3001,Critical,O
3002,low,O
3003,battery,O
3004,.,O
3005,Aircraft,O
3006,landing,O
3007,automatically,O
3008,(,O
3009,Code,O
3010,:,O
3011,30033,O
3012,),O
3013,Critical,O
3014,low,O
3015,battery,O
3016,.,O
3017,Aircraft,O
3018,returning,O
3019,to,O
3020,home,O
3021,(,O
3022,Code,O
3023,:,O
3024,30184,O
3025,),O
3026,Critical,O
3027,low,O
3028,battery,O
3029,.,O
3030,Recharge,B-ACTION
3031,promptly,O
3032,(,O
3033,Code,O
3034,:,O
3035,30077,O
3036,),O
3037,Critical,O
3038,low,O
3039,battery,O
3040,.,O
3041,Return,B-ACTION
3042,to,O
3043,home,O
3044,or,O
3045,land,O
3046,promptly,O
3047,Critical,O
3048,low,O
3049,battery,O
3050,.,O
3051,Unable,O
3052,to,O
3053,take,O
3054,off,O
3055,.,O
3056,Recharge,B-ACTION
3057,promptly,O
3058,(,O
3059,Code,O
3060,:,O
3061,30032,O
3062,),O
3063,Current,B-PARAMETER
3064,elevation,O
3065,above,O
3066,nnn,O
3067,.,O
3068,Fly,B-ACTION
3069,with,O
3070,caution,O
3071,(,O
3072,Code,O
3073,:,O
3074,30152,O
3075,),O
3076,Data,B-PARAMETER
3077,Recorder,B-COMPONENT
3078,File,O
3079,Index,O
3080,is,O
3081,nnn,O
3082,"""",O
3083,Detected,O
3084,side,O
3085,/,O
3086,backward,O
3087,/,O
3088,forward,O
3089,shock,O
3090,/,O
3091,possible,O
3092,collision,O
3093,",",O
3094,aircraft,O
3095,is,O
3096,pitching,O
3097,/,O
3098,rolling,O
3099,sharply,O
3100,forward,O
3101,/,O
3102,backwards,O
3103,/,O
3104,left,O
3105,/,O
3106,right,O
3107,"""",O
3108,Disable,B-ACTION
3109,SD,B-PARAMETER
3110,card,O
3111,read,O
3112,and,O
3113,write,O
3114,protection,O
3115,or,O
3116,change,O
3117,card,O
3118,(,O
3119,Code,O
3120,:,O
3121,10024,O
3122,),O
3123,Downlink,B-COMPONENT
3124,data,O
3125,connection,O
3126,lost,O
3127,for,O
3128,nnn,O
3129,seconds,O
3130,Downward,O
3131,vision,O
3132,sensor,O
3133,error,O
3134,.,O
3135,Contact,B-ACTION
3136,DJI,B-PARAMETER
3137,Support,B-FUNCTION
3138,for,O
3139,assistance,O
3140,(,O
3141,Code,O
3142,:,O
3143,180016,O
3144,),O
3145,File,O
3146,system,O
3147,error,O
3148,.,O
3149,Change,B-ACTION
3150,SD,B-PARAMETER
3151,card,O
3152,(,O
3153,Code,O
3154,:,O
3155,10025,O
3156,),O
3157,Flight,B-ACTION
3158,altitude,O
3159,exceeds,O
3160,nnn,O
3161,.,O
3162,Aircraft,O
3163,may,O
3164,be,O
3165,in,O
3166,violation,O
3167,of,O
3168,local,O
3169,laws,B-ISSUE
3170,and,O
3171,regulations,B-ISSUE
3172,.,O
3173,Check,B-ACTION
3174,and,O
3175,make,O
3176,sure,O
3177,you,O
3178,have,O
3179,obtained,O
3180,proper,O
3181,authorization,O
3182,to,O
3183,fly,O
3184,in,O
3185,this,O
3186,airspace,B-COMPONENT
3187,(,O
3188,Code,O
3189,:,O
3190,3000006,O
3191,),O
3192,Forward,O
3193,vision,O
3194,sensor,O
3195,error,O
3196,.,O
3197,Contact,B-ACTION
3198,DJI,B-PARAMETER
3199,Support,B-FUNCTION
3200,for,O
3201,assistance,O
3202,(,O
3203,Code,O
3204,:,O
3205,180018,O
3206,),O
3207,GPS,O
3208,signal,O
3209,weak,O
3210,.,O
3211,Fly,B-ACTION
3212,with,O
