sentence_ID,words,labels
84,Homepoint,B-COMPONENT PROPN
84,updated,I-ACTION VERB
84,.,O PUNCT
84,RTH,B-STATE PROPN
84,altitude,O NOUN
84,adjusted,I-ACTION VERB
84,to,O ADP
84,nnn,O X
84,(,O PUNCT
84,Code,O NOUN
84,:,O PUNCT
84,3000001,O NUM
84,),O PUNCT
85,Image,B-COMPONENT NOUN
85,transmission,B-COMPONENT NOUN
85,signal,O NOUN
85,lost,O VERB
85,(,O PUNCT
85,Code,O NOUN
85,:,O PUNCT
85,80001,O NUM
85,),O PUNCT
86,IMU,B-PARAMETER PROPN
86,attitude,O NOUN
86,restricted,O ADJ
86,.,O PUNCT
86,Ensure,B-ACTION VERB
86,aircraft,O NOUN
86,is,O AUX
86,level,O NOUN
86,(,O PUNCT
86,Code,O NOUN
86,:,O PUNCT
86,30082,O NUM
86,),O PUNCT
87,IMU,B-PARAMETER PROPN
87,calibration,O NOUN
87,required,I-ACTION VERB
87,.,O PUNCT
87,Calibrate,B-ACTION VERB
87,IMU,B-PARAMETER PROPN
87,(,O PUNCT
87,Code,O NOUN
87,:,O PUNCT
87,30050,O NUM
87,),O PUNCT
88,IMU,B-PARAMETER PROPN
88,not,O ADV
88,calibrated,I-ACTION ADP
88,.,O PUNCT
88,Calibrate,B-ACTION VERB
88,IMU,B-PARAMETER PROPN
88,(,O PUNCT
88,Code,O NOUN
88,:,O PUNCT
88,30055,O NUM
88,),O PUNCT
89,Insufficient,B-PARAMETER ADJ
89,SD,B-PARAMETER PROPN
89,card,O NOUN
89,space,B-COMPONENT NOUN
89,.,O PUNCT
89,Change,B-ACTION VERB
89,card,O NOUN
89,or,O SCONJ
89,delete,I-ACTION VERB
89,files,B-COMPONENT NOUN
89,(,O PUNCT
89,Code,O NOUN
89,:,O PUNCT
89,10035,O NUM
89,),O PUNCT
90,Lighting,B-COMPONENT NOUN
90,environment,B-STATE NOUN
90,too,O ADV
90,dark,B-STATE ADJ
90,.,O PUNCT
90,Vision,B-COMPONENT NOUN
90,System,B-COMPONENT NOUN
90,unavailable,O ADJ
90,.,O PUNCT
90,Fly,B-ACTION VERB
90,with,O ADP
90,caution,O NOUN
90,(,O PUNCT
90,Code,O NOUN
90,:,O PUNCT
90,180037,O NUM
90,),O PUNCT
91,Low,O ADJ
91,battery,O NOUN
91,.,O PUNCT
91,Recharge,B-ACTION VERB
91,promptly,O ADV
91,(,O PUNCT
91,Code,O NOUN
91,:,O PUNCT
91,30079,O NUM
91,),O PUNCT
92,Manned,O ADJ
92,aircraft,O NOUN
92,approaching,I-ACTION VERB
92,.,O PUNCT
92,Fly,B-ACTION VERB
92,at,O ADP
92,a,O PART
92,safe,O ADJ
92,altitude,O NOUN
92,(,O PUNCT
92,Code,O NOUN
92,:,O PUNCT
92,30180,O NUM
92,),O PUNCT
93,Manned,O ADJ
93,aircraft,O NOUN
93,detected,O VERB
93,nearby,O ADV
93,.,O PUNCT
93,Fly,B-ACTION VERB
93,with,O ADP
93,caution,O NOUN
93,(,O PUNCT
93,Code,O NOUN
93,:,O PUNCT
93,30179,O NUM
93,),O PUNCT
94,Manned,O ADJ
94,aircraft,O NOUN
94,too,O ADV
94,close,I-ACTION VERB
94,.,O PUNCT
94,Fly,B-ACTION VERB
94,at,O ADP
94,a,O PART
94,safe,O ADJ
94,altitude,O NOUN
94,(,O PUNCT
94,Code,O NOUN
94,:,O PUNCT
94,30181,O NUM
94,),O PUNCT
95,Max,O ADJ
95,altitude,O NOUN
95,reached,O VERB
95,(,O PUNCT
95,Altitude,B-PARAMETER NOUN
95,limit,O NOUN
95,:,O PUNCT
95,nnn,O X
95,),O PUNCT
95,(,O PUNCT
95,Code,O NOUN
95,:,O PUNCT
95,20000001,O NUM
95,),O PUNCT
96,Mobile,B-COMPONENT ADJ
96,device,B-COMPONENT NOUN
96,CPU,B-PARAMETER PROPN
96,fully,O ADV
96,loaded,I-ACTION VERB
96,.,O PUNCT
96,Related,B-FUNCTION ADJ
96,performance,O NOUN
96,will,O AUX
96,be,O AUX
96,affected,O ADJ
97,Motor,B-COMPONENT NOUN
97,error,O NOUN
97,.,O PUNCT
97,Check,B-ACTION VERB
97,propellers,O NOUN
97,and,O SCONJ
97,fly,O VERB
97,with,O ADP
97,caution,O NOUN
97,(,O PUNCT
97,Code,O NOUN
97,:,O PUNCT
97,120652,O NUM
97,),O PUNCT
98,Motor,B-COMPONENT NOUN
98,idle,B-STATE ADJ
98,.,O PUNCT
98,Check,B-ACTION VERB
98,whether,O SCONJ
98,propellers,O NOUN
98,are,O AUX
98,installed,I-ACTION ADP
98,(,O PUNCT
98,Code,O NOUN
98,:,O PUNCT
98,30166,O NUM
98,),O PUNCT
99,Motor,B-COMPONENT NOUN
99,is,O AUX
99,Blocked,B-ISSUE VERB
100,Motor,B-COMPONENT NOUN
100,is,O AUX
100,Blocked,B-ISSUE VERB
100,.,O PUNCT
100,Motor,B-COMPONENT NOUN
100,stuck,I-STATE VERB
100,.,O PUNCT
100,Check,B-ACTION VERB
100,for,O ADP
100,objects,O NOUN
100,blocking,I-ACTION VERB
100,motor,O NOUN
100,or,O SCONJ
100,contact,O NOUN
100,DJI,B-PARAMETER PROPN
100,Support,B-FUNCTION NOUN
100,for,O ADP
100,assistance,O NOUN
100,(,O PUNCT
100,Code,O NOUN
100,:,O PUNCT
100,30165,O NUM
100,),O PUNCT
101,Motor,B-COMPONENT NOUN
101,stuck,I-STATE VERB
101,.,O PUNCT
101,Check,B-ACTION VERB
101,for,O ADP
101,objects,O NOUN
101,blocking,I-ACTION VERB
101,motor,O NOUN
101,or,O SCONJ
101,contact,O NOUN
101,DJI,B-PARAMETER PROPN
101,Support,B-FUNCTION NOUN
101,for,O ADP
101,assistance,O NOUN
101,(,O PUNCT
101,Code,O NOUN
101,:,O PUNCT
101,30165,O NUM
101,),O PUNCT
102,Motor,B-COMPONENT NOUN
102,unable,O ADJ
102,to,O ADP
102,rotate,O VERB
102,.,O PUNCT
102,Check,B-ACTION VERB
102,for,O ADP
102,objects,O NOUN
102,blocking,I-ACTION VERB
102,motor,O NOUN
102,or,O SCONJ
102,contact,O NOUN
102,DJI,B-PARAMETER PROPN
102,Support,B-FUNCTION NOUN
102,for,O ADP
102,assistance,O NOUN
102,(,O PUNCT
102,Code,O NOUN
102,:,O PUNCT
102,30165,O NUM
102,),O PUNCT
103,Motor,B-COMPONENT NOUN
103,unable,O ADJ
103,to,O ADP
103,rotate,O VERB
103,.,O PUNCT
103,Check,B-ACTION VERB
103,motor,O NOUN
103,(,O PUNCT
103,Code,O NOUN
103,:,O PUNCT
103,30142,O NUM
103,),O PUNCT
104,No,O PART
104,GPS,O NOUN
104,signal,O NOUN
104,.,O PUNCT
104,Aircraft,O NOUN
104,unable,O ADJ
104,to,O ADP
104,hover,O VERB
104,.,O PUNCT
104,Fly,B-ACTION VERB
104,with,O ADP
104,caution,O NOUN
104,(,O PUNCT
104,Code,O NOUN
104,:,O PUNCT
104,30008,O NUM
104,),O PUNCT
105,No,O PART
105,GPS,O NOUN
105,signal,O NOUN
105,.,O PUNCT
105,Unable,O ADJ
105,to,O ADP
105,hover,O VERB
105,.,O PUNCT
105,Fly,B-ACTION VERB
105,with,O ADP
105,caution,O NOUN
105,(,O PUNCT
105,Code,O NOUN
105,:,O PUNCT
105,30007,O NUM
105,),O PUNCT
106,No,O PART
106,SD,B-PARAMETER PROPN
106,card,O NOUN
106,.,O PUNCT
106,Insert,I-ACTION VERB
106,card,O NOUN
106,(,O PUNCT
106,Code,O NOUN
106,:,O PUNCT
106,10022,O NUM
106,),O PUNCT
107,Not,O ADV
107,Enough,B-ISSUE ADJ
107,Force,B-PARAMETER NOUN
107,/,O PUNCT
107,ESC,B-STATE PROPN
107,Error,B-ISSUE NOUN
108,Propeller,B-COMPONENT NOUN
108,Fell,B-ACTION VERB
108,Off,O PART
109,Propeller,B-COMPONENT NOUN
109,Fell,B-ACTION VERB
109,Off,O PART
109,.,O PUNCT
109,Motor,B-COMPONENT NOUN
109,idle,B-STATE ADJ
109,.,O PUNCT
109,Check,B-ACTION VERB
109,whether,O SCONJ
109,propellers,O NOUN
109,are,O AUX
109,installed,I-ACTION ADP
109,(,O PUNCT
109,Code,O NOUN
109,:,O PUNCT
109,30166,O NUM
109,),O PUNCT
110,Propellers,B-COMPONENT NOUN
110,not,O ADV
110,installed,I-ACTION ADP
110,(,O PUNCT
110,Code,O NOUN
110,:,O PUNCT
110,30144,O NUM
110,),O PUNCT
111,Remote,B-COMPONENT ADJ
111,controller,O NOUN
111,battery,O NOUN
111,level,O NOUN
111,low,O ADJ
111,.,O PUNCT
111,Recharge,B-ACTION VERB
111,promptly,O ADV
111,(,O PUNCT
111,Code,O NOUN
111,:,O PUNCT
111,60001,O NUM
111,),O PUNCT
112,Remote,B-COMPONENT ADJ
112,controller,O NOUN
112,in,O ADP
112,high,O ADJ
112,interference,O NOUN
112,environment,B-STATE NOUN
112,.,O PUNCT
112,Manually,O ADV
112,adjust,I-ACTION VERB
112,flight,O NOUN
112,route,B-PARAMETER NOUN
112,or,O SCONJ
112,return,O VERB
112,to,O ADP
112,home,O NOUN
112,(,O PUNCT
112,Code,O NOUN
112,:,O PUNCT
112,80014,O NUM
112,),O PUNCT
113,Remote,B-COMPONENT ADJ
113,controller,O NOUN
113,signal,O NOUN
113,lost,O VERB
113,(,O PUNCT
113,Code,O NOUN
113,:,O PUNCT
113,30029,O NUM
113,),O PUNCT
114,Remote,B-COMPONENT ADJ
114,controller,O NOUN
114,signal,O NOUN
114,weak,O ADJ
114,.,O PUNCT
114,Adjust,I-ACTION VERB
114,remote,O ADJ
114,controller,O NOUN
114,antennas,O NOUN
114,(,O PUNCT
114,Code,O NOUN
114,:,O PUNCT
114,80002,O NUM
114,),O PUNCT
115,Remote,B-COMPONENT ADJ
115,ID,B-PARAMETER NOUN
115,error,O NOUN
115,.,O PUNCT
115,Connect,I-ACTION VERB
115,to,O ADP
115,network,B-COMPONENT NOUN
115,to,O ADP
115,obtain,I-ACTION VERB
115,mobile,B-COMPONENT ADJ
115,device,B-COMPONENT NOUN
115,location,B-PARAMETER NOUN
115,.,O PUNCT
115,Flying,B-ACTION VERB
115,without,O ADP
115,broadcasting,I-ACTION VERB
115,required,I-ACTION VERB
115,remote,O ADJ
115,ID,B-PARAMETER NOUN
115,messages,B-PARAMETER NOUN
115,may,O AUX
115,violate,I-ACTION VERB
115,local,O ADJ
115,regulations,B-ISSUE NOUN
115,(,O PUNCT
115,Code,O NOUN
115,:,O PUNCT
115,1B080001,O NUM
115,),O PUNCT
116,Remote,B-COMPONENT ADJ
116,ID,B-PARAMETER NOUN
116,error,O NOUN
116,.,O PUNCT
116,Connect,I-ACTION VERB
116,to,O ADP
116,network,B-COMPONENT NOUN
116,to,O ADP
116,obtain,I-ACTION VERB
116,mobile,B-COMPONENT ADJ
116,device,B-COMPONENT NOUN
116,location,B-PARAMETER NOUN
116,.,O PUNCT
116,Flying,B-ACTION VERB
116,without,O ADP
116,broadcasting,I-ACTION VERB
116,required,I-ACTION VERB
116,remote,O ADJ
116,ID,B-PARAMETER NOUN
116,messages,B-PARAMETER NOUN
116,may,O AUX
116,violate,I-ACTION VERB
116,local,O ADJ
116,regulations,B-ISSUE NOUN
116,(,O PUNCT
116,Code,O NOUN
116,:,O PUNCT
116,30334,O NUM
116,),O PUNCT
117,Remote,B-COMPONENT ADJ
117,ID,B-PARAMETER NOUN
117,error,O NOUN
117,.,O PUNCT
117,Contact,B-ACTION NOUN
117,DJI,B-PARAMETER PROPN
117,Support,B-FUNCTION NOUN
117,(,O PUNCT
117,Code,O NOUN
117,:,O PUNCT
117,1B080002,O NUM
117,),O PUNCT
118,Remote,B-COMPONENT ADJ
118,ID,B-PARAMETER NOUN
118,functionality,B-FUNCTION NOUN
118,normal,O ADJ
118,(,O PUNCT
118,Code,O NOUN
118,:,O PUNCT
118,1B080003,O NUM
118,),O PUNCT
119,Remote,B-COMPONENT ADJ
119,ID,B-PARAMETER NOUN
119,functionality,B-FUNCTION NOUN
119,normal,O ADJ
119,(,O PUNCT
119,Code,O NOUN
119,:,O PUNCT
119,30331,O NUM
119,),O PUNCT
120,RTH,B-STATE PROPN
120,altitude,O NOUN
120,adjusted,I-ACTION VERB
120,to,O ADP
120,nnn,O X
120,(,O PUNCT
120,Code,O NOUN
120,:,O PUNCT
120,120852,O NUM
120,),O PUNCT
121,SD,B-PARAMETER PROPN
121,card,O NOUN
121,full,O ADJ
121,.,O PUNCT
121,Change,B-ACTION VERB
121,card,O NOUN
121,or,O SCONJ
121,delete,I-ACTION VERB
121,files,B-COMPONENT NOUN
121,(,O PUNCT
121,Code,O NOUN
121,:,O PUNCT
121,10027,O NUM
121,),O PUNCT
122,SD,B-PARAMETER PROPN
122,card,O NOUN
122,speed,B-PARAMETER NOUN
122,low,O ADJ
122,.,O PUNCT
122,Change,B-ACTION VERB
122,card,O NOUN
122,(,O PUNCT
122,Code,O NOUN
122,:,O PUNCT
122,10028,O NUM
122,),O PUNCT
123,Setting,B-FUNCTION NOUN
123,new,O ADJ
123,Maximum,O ADJ
123,Flight,B-ACTION NOUN
123,Altitude,B-PARAMETER NOUN
123,to,O ADP
123,nnn,O X
123,(,O PUNCT
123,nnn,O X
123,),O PUNCT
124,Setting,B-FUNCTION NOUN
124,new,O ADJ
124,Return,B-ACTION VERB
124,-,O PUNCT
124,To,O ADP
124,-,O PUNCT
124,Home,B-COMPONENT NOUN
124,altitude,O NOUN
124,to,O ADP
124,nnn,O X
124,(,O PUNCT
124,nnn,O X
124,),O PUNCT
125,Sprayer,B-COMPONENT NOUN
125,turned,O VERB
125,ON,O PART
126,Strong,B-STATE ADJ
126,wind,O NOUN
126,warning,B-ISSUE NOUN
126,.,O PUNCT
126,Aircraft,O NOUN
126,unable,O ADJ
126,to,O ADP
126,return,O VERB
126,to,O ADP
126,home,O NOUN
126,automatically,O ADV
126,.,O PUNCT
126,Lower,O ADJ
126,altitude,O NOUN
126,immediately,O ADV
126,and,O SCONJ
126,return,O VERB
126,to,O ADP
126,home,O NOUN
126,manually,O ADV
126,(,O PUNCT
126,Code,O NOUN
126,:,O PUNCT
126,120596,O NUM
126,),O PUNCT
127,Strong,B-STATE ADJ
127,wind,O NOUN
127,warning,B-ISSUE NOUN
127,.,O PUNCT
127,Aircraft,O NOUN
127,unable,O ADJ
127,to,O ADP
127,return,O VERB
127,to,O ADP
127,home,O NOUN
127,automatically,O ADV
127,.,O PUNCT
127,Lower,O ADJ
127,altitude,O NOUN
127,immediately,O ADV
127,and,O SCONJ
127,return,O VERB
127,to,O ADP
127,home,O NOUN
127,manually,O ADV
127,(,O PUNCT
127,Code,O NOUN
127,:,O PUNCT
127,30149,O NUM
127,),O PUNCT
128,Subject,B-PARAMETER NOUN
128,lost,O VERB
128,.,O PUNCT
128,Reselect,B-ACTION VERB
128,subject,B-PARAMETER NOUN
128,(,O PUNCT
128,Code,O NOUN
128,:,O PUNCT
128,800018,O NUM
128,),O PUNCT
129,The,O PRON
129,flight,O NOUN
129,attitude,O NOUN
129,angle,O NOUN
129,is,O AUX
129,larger,B-PARAMETER ADJ
129,in,O ADP
129,Sport,B-ISSUE NOUN
129,mode,O NOUN
129,.,O PUNCT
129,The,O PRON
129,gimbal,O NOUN
129,will,O AUX
129,rotate,O VERB
129,when,O SCONJ
129,the,O PRON
129,aircraft,O NOUN
129,starts,I-ACTION VERB
129,or,O SCONJ
129,stops,I-ACTION VERB
129,.,O PUNCT
129,Use,B-ACTION VERB
129,Normal,O ADJ
129,mode,O NOUN
129,if,O SCONJ
129,required,I-ACTION VERB
129,for,O ADP
129,stable,B-STATE ADJ
129,shooting,I-ACTION VERB
129,(,O PUNCT
129,Code,O NOUN
129,:,O PUNCT
129,40022,O NUM
129,),O PUNCT
130,Unable,O ADJ
130,to,O ADP
130,take,O VERB
130,off,O PART
130,(,O PUNCT
130,Code,O NOUN
130,:,O PUNCT
130,30064,O NUM
130,),O PUNCT
131,Unable,O ADJ
131,to,O ADP
131,take,O VERB
131,off,O PART
131,in,O ADP
131,low,O ADJ
131,light,B-PARAMETER NOUN
131,environment,B-STATE NOUN
131,.,O PUNCT
131,Ensure,B-ACTION VERB
131,there,O PRON
131,are,O AUX
131,no,O PART
131,metal,O ADJ
131,and,O SCONJ
131,magnetic,O ADJ
131,objects,O NOUN
131,near,O ADP
131,the,O PRON
131,aircraft,O NOUN
131,and,O SCONJ
131,calibrate,O VERB
131,compass,O NOUN
131,(,O PUNCT
131,Code,O NOUN
131,:,O PUNCT
131,30096,O NUM
131,),O PUNCT
132,Vision,B-COMPONENT NOUN
132,sensor(s,B-COMPONENT NOUN
132,),O PUNCT
132,blocked,O VERB
132,.,O PUNCT
132,Fly,B-ACTION VERB
132,with,O ADP
132,caution,O NOUN
132,(,O PUNCT
132,Code,O NOUN
132,:,O PUNCT
132,180038,O NUM
132,),O PUNCT
133,Vision,B-COMPONENT NOUN
133,systems,O NOUN
133,and,O SCONJ
133,obstacle,O NOUN
133,avoidance,O NOUN
133,disabled,O ADJ
133,(,O PUNCT
133,Code,O NOUN
133,:,O PUNCT
133,180059,O NUM
133,),O PUNCT
134,Weak,O ADJ
134,image,O NOUN
134,transmission,B-COMPONENT NOUN
134,signal,O NOUN
134,.,O PUNCT
134,Adjust,I-ACTION VERB
134,antennas,O NOUN
134,(,O PUNCT
134,Code,O NOUN
134,:,O PUNCT
134,80004,O NUM
134,),O PUNCT
135,Weak,O ADJ
135,signal,O NOUN
135,.,O PUNCT
135,Adjust,I-ACTION VERB
135,antennas,O NOUN
135,(,O PUNCT
135,Code,O NOUN
135,:,O PUNCT
135,80016,O NUM
135,),O PUNCT
136,Yaw,B-COMPONENT NOUN
136,Error,B-ISSUE NOUN
137,Yaw,B-COMPONENT NOUN
137,Error,B-ISSUE NOUN
138,Total,O ADJ
138,sprayed,O VERB
138,:,O PUNCT
138,nnn,O X
138,L,O X
138,/,O PUNCT
138,gal,O X
138,.,O PUNCT
138,nnn,O X
138,/,O PUNCT
138,acres,O NUM
138,nnn,O X
138,/,O PUNCT
138,gal,O X
138,.,O PUNCT
138,per,O ADP
138,acre,O NOUN
139,Sprayer,B-COMPONENT NOUN
139,turned,O VERB
139,ON,O PART
140,"""",O PUNCT
140,Sprayer,B-COMPONENT NOUN
140,turned,O VERB
140,OFF,O PART
140,",",O PUNCT
140,sprayed,O VERB
140,nnn,O X
140,at,O ADP
140,nnn,O X
140,liters,O NUM
140,/,O PUNCT
140,min,O NUM
140,"""",O PUNCT
141,"""",O PUNCT
141,Sprayer,B-COMPONENT NOUN
141,turned,O VERB
141,OFF,O PART
141,",",O PUNCT
141,spray,O VERB
141,rate,O NOUN
141,was,O AUX
141,nnn,O X
141,liters,O NUM
141,/,O PUNCT
141,min,O NUM
141,"""",O PUNCT
142,Setting,B-FUNCTION NOUN
142,new,O ADJ
142,Return,B-ACTION VERB
142,-,O PUNCT
142,To,O ADP
142,-,O PUNCT
142,Home,B-COMPONENT NOUN
142,altitude,O NOUN
142,to,O ADP
142,nnn,O X
142,(,O PUNCT
142,nnn,O X
142,),O PUNCT
143,Setting,B-FUNCTION NOUN
143,new,O ADJ
143,Maximum,O ADJ
143,Flight,B-ACTION NOUN
143,Altitude,B-PARAMETER NOUN
143,to,O ADP
143,nnn,O X
143,(,O PUNCT
143,nnn,O X
143,),O PUNCT
144,Propeller,B-COMPONENT NOUN
144,Fell,B-ACTION VERB
144,Off,O PART
145,Not,O ADV
145,Enough,B-ISSUE ADJ
145,Force,B-PARAMETER NOUN
145,/,O PUNCT
145,ESC,B-STATE PROPN
145,Error,B-ISSUE NOUN
146,Motor,B-COMPONENT NOUN
146,is,O AUX
146,Blocked,B-ISSUE VERB
147,GPS,O NOUN
147,signal,O NOUN
147,weak,O ADJ
147,.,O PUNCT
147,Hovering,B-ISSUE PROPN
147,unstable,B-STATE ADJ
147,.,O PUNCT
147,Fly,B-ACTION VERB
147,with,O ADP
147,caution,O NOUN
147,(,O PUNCT
147,Code,O NOUN
147,:,O PUNCT
147,30002,O NUM
147,),O PUNCT
148,Exiting,B-ACTION VERB
148,GPS,O NOUN
148,mode,O NOUN
148,:,O PUNCT
148,Unknown,B-STATE ADJ
148,Error,B-ISSUE NOUN
149,Drone,B-COMPONENT NOUN
149,is,O AUX
149,Vibrating,I-ACTION VERB
150,Downlink,B-COMPONENT NOUN
150,data,O NOUN
150,connection,O NOUN
150,lost,O VERB
150,for,O ADP
150,nnn,O X
150,seconds,O NUM
151,"""",O PUNCT
151,Detected,O VERB
151,side,O NOUN
151,/,O PUNCT
151,backward,O ADV
151,/,O PUNCT
151,forward,O ADV
151,shock,O NOUN
151,/,O PUNCT
151,possible,O ADJ
151,collision,O NOUN
151,",",O PUNCT
151,aircraft,O NOUN
151,is,O AUX
151,pitching,O VERB
151,/,O PUNCT
151,rolling,O VERB
151,sharply,O ADV
151,forward,O ADV
151,/,O PUNCT
151,backwards,O ADV
151,/,O PUNCT
151,left,O NOUN
151,/,O PUNCT
151,right,O NOUN
151,"""",O PUNCT
152,Data,B-PARAMETER PROPN
152,Recorder,B-COMPONENT NOUN
152,File,O NOUN
152,Index,O NOUN
152,is,O AUX
152,nnn,O X
153,Compass,B-COMPONENT NOUN
153,Error,B-ISSUE NOUN
154,Barometer,B-COMPONENT NOUN
154,Dead,O ADJ
154,in,O ADP
154,Air,O NOUN
155,Accelerator,O NOUN
155,is,O AUX
155,Over,O ADP
155,Range,B-PARAMETER NOUN
156,Accelerator,O NOUN
156,is,O AUX
156,Over,O ADP
156,Range,B-PARAMETER NOUN
157,Downlink,B-COMPONENT NOUN
157,data,O NOUN
157,connection,O NOUN
157,lost,O VERB
157,for,O ADP
157,nnn,O X
157,seconds,O NUM
158,Accelerator,O NOUN
158,is,O AUX
158,Over,O ADP
158,Range,B-PARAMETER NOUN
159,Aircraft,O NOUN
159,in,O ADP
159,Altitude,B-PARAMETER NOUN
159,Zone,B-COMPONENT NOUN
159,.,O PUNCT
159,Max,O ADJ
159,altitude,O NOUN
159,set,O VERB
159,to,O ADP
159,nnn,O X
159,(,O PUNCT
159,Code,O NOUN
159,:,O PUNCT
159,30015,O NUM
159,),O PUNCT
160,Aircraft,O NOUN
160,in,O ADP
160,Attitude,B-PARAMETER NOUN
160,mode,O NOUN
160,.,O PUNCT
160,Unable,O ADJ
160,to,O ADP
160,hover,O VERB
160,.,O PUNCT
160,Fly,B-ACTION VERB
160,with,O ADP
160,caution,O NOUN
160,(,O PUNCT
160,Code,O NOUN
160,:,O PUNCT
160,30004,O NUM
160,),O PUNCT
161,Aircraft,O NOUN
161,not,O ADV
161,in,O ADP
161,flight,O NOUN
161,.,O PUNCT
161,Vision,B-COMPONENT NOUN
161,systems,O NOUN
161,and,O SCONJ
161,obstacle,O NOUN
161,avoidance,O NOUN
161,disabled,O ADJ
161,(,O PUNCT
161,Code,O NOUN
161,:,O PUNCT
161,180059,O NUM
161,),O PUNCT
162,Altitude,B-PARAMETER NOUN
162,Zone,B-COMPONENT NOUN
162,nnn,O X
163,Barometer,B-COMPONENT NOUN
163,Dead,O ADJ
163,in,O ADP
163,Air,O NOUN
164,"""",O PUNCT
164,Braking,I-ACTION VERB
164,now,O ADV
164,.,O PUNCT
164,Return,B-ACTION VERB
164,sticks,I-COMPONENT NOUN
164,to,O ADP
164,midpoints,I-COMPONENT NOUN
164,",",O PUNCT
164,then,O ADV
164,continue,I-ACTION VERB
164,flying,O VERB
164,"""",O PUNCT
165,Compass,B-COMPONENT NOUN
165,Error,B-ISSUE NOUN
166,Critical,O ADJ
166,low,O ADJ
166,battery,O NOUN
166,.,O PUNCT
166,Aircraft,O NOUN
166,landing,O NOUN
166,automatically,O ADV
166,(,O PUNCT
166,Code,O NOUN
166,:,O PUNCT
166,30033,O NUM
166,),O PUNCT
167,Critical,O ADJ
167,low,O ADJ
167,battery,O NOUN
167,.,O PUNCT
167,Aircraft,O NOUN
167,returning,O VERB
167,to,O ADP
167,home,O NOUN
167,(,O PUNCT
167,Code,O NOUN
167,:,O PUNCT
167,30184,O NUM
167,),O PUNCT
168,Critical,O ADJ
168,low,O ADJ
168,battery,O NOUN
168,.,O PUNCT
168,Return,B-ACTION VERB
168,to,O ADP
168,home,O NOUN
168,or,O SCONJ
168,land,O VERB
168,promptly,O ADV
169,Critical,O ADJ
169,low,O ADJ
169,battery,O NOUN
169,.,O PUNCT
169,Unable,O ADJ
169,to,O ADP
169,take,O VERB
169,off,O PART
169,.,O PUNCT
169,Recharge,B-ACTION VERB
169,promptly,O ADV
169,(,O PUNCT
169,Code,O NOUN
169,:,O PUNCT
169,30032,O NUM
169,),O PUNCT
170,Data,B-PARAMETER PROPN
170,Recorder,B-COMPONENT NOUN
170,File,O NOUN
170,Index,O NOUN
170,is,O AUX
170,nnn,O X
171,"""",O PUNCT
171,Detected,O VERB
171,side,O NOUN
171,/,O PUNCT
171,backward,O ADV
171,/,O PUNCT
171,forward,O ADV
171,shock,O NOUN
171,/,O PUNCT
171,possible,O ADJ
171,collision,O NOUN
171,",",O PUNCT
171,aircraft,O NOUN
171,is,O AUX
171,pitching,O VERB
171,/,O PUNCT
171,rolling,O VERB
171,sharply,O ADV
171,forward,O ADV
171,/,O PUNCT
171,backwards,O ADV
171,/,O PUNCT
171,left,O NOUN
171,/,O PUNCT
171,right,O NOUN
171,"""",O PUNCT
172,Drone,B-COMPONENT NOUN
172,is,O AUX
172,Vibrating,I-ACTION VERB
173,Exiting,B-ACTION VERB
173,GPS,O NOUN
173,mode,O NOUN
173,:,O PUNCT
173,Unknown,B-STATE ADJ
173,Error,B-ISSUE NOUN
174,File,O NOUN
174,system,O NOUN
174,error,O NOUN
174,.,O PUNCT
174,Change,B-ACTION VERB
174,SD,B-PARAMETER PROPN
174,card,O NOUN
174,(,O PUNCT
174,Code,O NOUN
174,:,O PUNCT
174,10025,O NUM
174,),O PUNCT
175,Gimbal,B-COMPONENT NOUN
175,stuck,I-STATE VERB
175,.,O PUNCT
175,Check,B-ACTION VERB
175,whether,O SCONJ
175,gimbal,O NOUN
175,lock,I-STATE NOUN
175,is,O AUX
175,removed,I-ACTION VERB
175,and,O SCONJ
175,ensure,O VERB
175,gimbal,O NOUN
175,can,O AUX
175,rotate,O VERB
175,freely,O ADV
175,(,O PUNCT
175,Code,O NOUN
175,:,O PUNCT
175,40002,O NUM
175,),O PUNCT
176,GPS,O NOUN
176,signal,O NOUN
176,weak,O ADJ
176,.,O PUNCT
176,Fly,B-ACTION VERB
176,with,O ADP
176,caution,O NOUN
176,.,O PUNCT
176,Aircraft,O NOUN
176,in,O ADP
176,Altitude,B-PARAMETER NOUN
176,Zone,B-COMPONENT NOUN
176,.,O PUNCT
176,Max,O ADJ
176,altitude,O NOUN
176,set,O VERB
176,to,O ADP
176,nnn,O X
176,(,O PUNCT
176,Code,O NOUN
176,:,O PUNCT
176,30014,O NUM
176,),O PUNCT
177,GPS,O NOUN
177,signal,O NOUN
177,weak,O ADJ
177,.,O PUNCT
177,Hovering,B-ISSUE PROPN
177,unstable,B-STATE ADJ
177,.,O PUNCT
177,Fly,B-ACTION VERB
177,with,O ADP
177,caution,O NOUN
177,(,O PUNCT
177,Code,O NOUN
177,:,O PUNCT
177,30002,O NUM
177,),O PUNCT
178,GPS,O NOUN
178,signal,O NOUN
178,weak,O ADJ
178,.,O PUNCT
178,Positioning,I-ACTION VERB
178,accuracy,B-PARAMETER NOUN
178,affected,O ADJ
178,.,O PUNCT
178,Fly,B-ACTION VERB
178,with,O ADP
178,caution,O NOUN
178,(,O PUNCT
178,Code,O NOUN
178,:,O PUNCT
178,30049,O NUM
178,),O PUNCT
179,High,O ADJ
179,Wind,B-COMPONENT NOUN
